bbl,exemptions,registered_stabilized_apts,pluto_apts,estimated_gross_income,estimated_expenses
4161550009,421a (15 yr not cap),,3,,
4161550011,421a (15 yr not cap),,3,,
4161550015,421a (15 yr not cap),,3,,
4161550017,421a (15 yr not cap),,3,,
4161550080,421a (15 yr not cap),,3,,
4161570098,421a (15 yr not cap),,3,,
4161690021,421a (15 yr not cap),,3,,
4161690122,421a (15 yr not cap),,3,,
4161690123,421a (15 yr not cap),,3,,
4161690124,421a (15 yr not cap),,3,,
5001110015,421a (25 yr not cap,,3,,
5001110016,421a (25 yr not cap,,3,,
5012550014,421a (25 yr not cap,,2,,
3028660021,421a (15 yr not cap),,5,71880,
3028840027,421a (25 yr not cap,,8,150591,
3028840028,421a (25 yr not cap,8,8,154434,
3028840031,421a (25 yr not cap,,8,153132,
3028840030,421a (25 yr not cap,,8,44682,11224
3028930007,421a (25 yr not cap,,7,103160,
3028930008,421a (25 yr not cap,,7,103160,
3029070047,421a (25 yr not cap,,8,136262,
3029070049,421a (25 yr not cap,,8,136262,
3029070120,421a (25 yr not cap,8,6,104976,
3029190020,421a (25 yr not cap,,8,102000,
3029200016,421a (25 yr not cap,6,6,114600,
3029200017,421a (25 yr not cap,8,8,190320,
3029200018,421a (25 yr not cap,8,8,213000,
3029200019,421a (25 yr not cap,,10,126000,
3030310042,421a (25 yr not cap,,4,54516,
3030320009,421a (15 yr not cap),8,8,0,
3030320025,421a (25 yr not cap,,9,85417,
3030320026,421a (25 yr not cap,,9,85395,
3030320028,421a (25 yr not cap,,8,73245,
3030400004,421a (25 yr not cap,9,9,182721,
3030400005,421a (25 yr not cap,,9,182721,
3030400022,421a (25 yr not cap,,8,105946,
3030400023,421a (25 yr not cap,,8,105946,
3030400039,421a (25 yr not cap,8,8,64553,
3030420005,421a (25 yr not cap,7,7,134316,
3030420006,421a (15 yr not cap),8,8,99566,
3030430010,421a (15 yr not cap),,8,132715,
3030430011,421a (25 yr not cap,,8,122991,
3030430012,421a (25 yr not cap,,8,126736,
3030430023,421a (25 yr not cap,,4,80190,
3030490010,421a (25 yr not cap,,7,93408,
3030490011,421a (25 yr not cap,,7,93770,
3030490012,421a (25 yr not cap,,7,93770,
3030490013,421a (25 yr not cap,,7,93408,
3030490125,421a (25 yr not cap,6,6,72000,
3030490126,421a (25 yr not cap,6,6,72000,
3030510007,421a (25 yr not cap,8,8,200466,
3030510044,421a (25 yr not cap,,4,43704,
3030510046,421a (25 yr not cap,,4,43704,
3030530019,421a (25 yr not cap,7,7,94689,
3030530020,421a (25 yr not cap,8,8,102900,
3030530022,421a (25 yr not cap,8,8,103896,
3030540012,421a (25 yr not cap,7,7,80869,
3030540013,421a (25 yr not cap,7,7,82502,
3030540014,421a (25 yr not cap,7,7,82502,
3030540015,421a (25 yr not cap,7,7,82502,
3030540034,421a (25 yr not cap,8,8,102000,
3030540035,421a (25 yr not cap,8,8,102000,
3030550021,421a (15 yr not cap),8,8,100664,
3030550022,421a (15 yr not cap),8,8,100664,
3030620029,421a (25 yr not cap,6,6,57845,
3030620033,421a (25 yr not cap,8,8,164556,
3030620034,421a (25 yr not cap,8,8,137760,
3030630114,421a (25 yr not cap,8,8,122649,
3030630115,421a (25 yr not cap,8,8,180873,
3030700003,421a (15 yr not cap),8,8,164509,
3030700027,421a (15 yr not cap),,6,120003,
3030790012,421a (25 yr not cap,8,8,83881,
3030790013,421a (25 yr not cap,,8,62597,
3030970025,421a (25 yr not cap,6,6,87267,
3030970026,421a (25 yr not cap,6,6,87267,
3031060011,421a (25 yr not cap,6,6,95904,
3031190022,421a (25 yr not cap,,8,225918,
3031190023,421a (25 yr not cap,,8,216720,
3031650029,421a (25 yr not cap,,8,78603,
3031710008,421a (25 yr not cap,,8,155728,
3031710018,421a (15 yr not cap),6,6,0,
3031710024,421a (15 yr not cap),8,8,79130,
3031710052,421a (15 yr not cap),8,8,96000,
3031710065,421a (15 yr not cap),6,6,49254,
3031720026,421a (25 yr not cap,,8,54450,
3031720027,421a (25 yr not cap,,8,89058,
3031720051,421a (25 yr not cap,8,8,98354,
3031720052,421a (25 yr not cap,8,8,98354,
3031740050,421a (25 yr not cap,,6,88275,
3032340045,421a (15 yr not cap),8,8,81606,
3032340046,421a (25 yr not cap,7,7,34468,
3032350039,421a (25 yr not cap,,6,48672,
3032430063,421a (25 yr not cap,,8,69300,
3032450019,421a (25 yr not cap,8,8,96250,
3032450020,421a (25 yr not cap,8,8,96250,
3032480050,421a (25 yr not cap,8,8,88275,
3032540007,421a (25 yr not cap,8,8,100320,
3032540008,421a (25 yr not cap,8,8,100320,
3032590011,421a (25 yr not cap,8,8,70620,
3032640012,421a (25 yr not cap,8,8,230295,
3032680011,421a (25 yr not cap,6,6,58960,
3032680012,421a (25 yr not cap,6,6,140762,
3032680054,421a (25 yr not cap,7,7,45513,
3032680055,421a (25 yr not cap,7,7,45513,
3032680057,421a (25 yr not cap,7,7,45513,
3032680058,421a (25 yr not cap,7,7,45513,
3032680059,421a (25 yr not cap,6,6,107250,
3032930014,421a (25 yr not cap,6,6,104085,
3032930018,421a (25 yr not cap,,8,85676,
3032930019,421a (25 yr not cap,,8,85676,
3032930020,421a (25 yr not cap,,8,85676,
3033010026,421a (15 yr not cap),6,6,72000,
3033010027,421a (15 yr not cap),6,6,74875,
3033010043,421a (15 yr not cap),6,6,74875,
3033010044,421a (15 yr not cap),6,6,74875,
3033050066,421a (25 yr not cap,,4,92174,
3033200021,421a (25 yr not cap,8,8,110000,
3033200022,421a (25 yr not cap,8,8,110000,
3033330053,421a (25 yr not cap,,4,97546,
3033440011,421a (25 yr not cap,,4,0,
3033450041,421a (25 yr not cap,8,8,103875,
3033480051,421a (25 yr not cap,8,8,95706,
3033540007,421a (25 yr not cap,6,6,54912,
3033540009,421a (25 yr not cap,6,6,67130,
3033730015,421a (25 yr not cap,,8,115430,
3034180034,421a (25 yr not cap,,8,90449,
3034190027,421a (25 yr not cap,,8,98627,
3034190028,421a (25 yr not cap,,8,98627,
3034360019,421a (25 yr not cap,7,7,61710,
3034560030,421a (25 yr not cap,8,8,144000,
3034560031,421a (25 yr not cap,8,8,144000,
3034560032,421a (15 yr not cap),7,7,0,
3034570005,421a (25 yr not cap,8,8,144000,
3034570006,421a (25 yr not cap,8,8,144000,
3034570007,421a (25 yr not cap,8,8,144000,
3040050007,421a (15 yr not cap),9,9,213408,
3042980006,421a (15 yr not cap),6,6,100800,
3047930048,421a (25 yr not cap,,10,75066,
3048030037,421a (25 yr not cap,,7,45500,
3048570029,421a (15 yr not cap),6,6,141398,
3052210081,421a (25 yr not cap,,8,133725,
3052700140,421a (15 yr not cap),2,9,146250,
3052730037,421a (15 yr not cap),,8,149565,
3053380092,421a (15 yr not cap),,4,61345,
3054270068,421a (15 yr not cap),,9,216000,
3055910059,421a (15 yr not cap),6,6,126313,
3056210032,421a (15 yr not cap),,6,224000,
3056220052,421a (15 yr not cap),,6,452120,
3056720015,421a (15 yr not cap),4,6,84045,
3056790068,421a (15 yr not cap),,4,100000,
3058680009,421a (15 yr not cap),,5,61130,
3060810074,421a (15 yr not cap),9,9,152790,
3060860082,421a (15 yr not cap),,6,86400,
3060900039,421a (15 yr not cap),8,8,120000,
3061000013,421a (15 yr not cap),7,7,112734,
3061070017,421a (15 yr not cap),,9,204000,
3061100017,421a (15 yr not cap),9,9,172800,
3063710084,421a (15 yr not cap),,4,105600,
3064000047,421a (15 yr not cap),,8,194395,
3065410046,421a (15 yr not cap),,7,129584,
3066030056,421a (15 yr not cap),8,8,172800,
3067050058,421a (25 yr not cap,,6,161177,
3067460037,421a (15 yr not cap),6,6,97440,
3067680017,421a (15 yr not cap),,8,97500,
3067740016,421a (15 yr not cap),,8,99000,
3068000061,421a (15 yr not cap),,6,108000,
3068190083,421a (15 yr not cap),,8,285168,
3068620066,421a (15 yr not cap),,9,0,
3069160025,421a (15 yr not cap),,6,90000,
3071440067,421a (15 yr not cap),,7,82228,
3072240122,421a (15 yr not cap),,9,180485,
3073660113,421a (15 yr not cap),5,6,66960,
3073970059,421a (15 yr not cap),,4,134864,
3086650517,421a (15 yr not cap),,6,135187,
3087970039,421a (15 yr not cap),,6,86400,
4000330011,421a (15 yr not cap),5,5,107740,
4000330012,421a (15 yr not cap),5,5,86460,
4000450017,421a (15 yr not cap),7,7,95820,
4000450021,421a (15 yr not cap),,7,76476,
4000460047,421a (15 yr not cap),7,7,90625,
4000460050,421a (15 yr not cap),6,6,124800,
4000760001,421a (25 yr not cap,,8,166858,
4003240046,421a (25 yr not cap,,4,46406,
4003240047,421a (25 yr not cap,,4,46406,
4003240048,421a (25 yr not cap,,4,46406,
4003240049,421a (25 yr not cap,,4,46406,
4003290038,421a (15 yr not cap),,4,78105,
4003290138,421a (15 yr not cap),,4,78105,
4003290139,421a (15 yr not cap),,5,78105,
4003300042,421a (15 yr not cap),,5,0,
4005090029,421a (25 yr not cap,,5,91026,
4005140025,421a (25 yr not cap,,9,128493,
4005150001,421a (25 yr not cap,8,8,64800,
4005170021,421a (25 yr not cap,,7,78375,
4005190036,421a (15 yr not cap),6,6,86194,
4005190037,421a (15 yr not cap),6,6,86180,
4005340022,421a (15 yr not cap),6,7,30503,
4005340023,421a (15 yr not cap),4,6,70500,
4005350029,421a (25 yr not cap,,5,90399,
4005430024,421a (15 yr not cap),12,10,157500,
4005430124,421a (15 yr not cap),,10,67620,
4005490036,421a (15 yr not cap),,8,103398,
4005510003,421a (15 yr not cap),8,8,118200,
4005670029,421a (15 yr not cap),7,7,101373,
4005670129,421a (15 yr not cap),,8,144236,
4005680007,421a (15 yr not cap),6,6,231278,
4005710019,421a (15 yr not cap),8,8,88108,
4005730060,421a (15 yr not cap),8,8,165720,
4005740036,421a (15 yr not cap),8,8,224580,
4005740037,421a (15 yr not cap),8,8,258554,
4005740045,421a (15 yr not cap),6,6,83320,
4005750020,421a (15 yr not cap),,5,118326,
4005780026,421a (15 yr not cap),8,8,229508,
4005890030,421a (15 yr not cap),9,9,64325,
4005890031,421a (15 yr not cap),9,9,64325,
4005900011,421a (15 yr not cap),6,6,41334,
4005900017,421a (15 yr not cap),,7,51121,
4005900018,421a (15 yr not cap),,7,85963,
4005900019,421a (15 yr not cap),,7,85981,
4005900111,421a (15 yr not cap),6,6,36575,
4005900120,421a (15 yr not cap),,7,85981,
4005930011,421a (15 yr not cap),,7,86736,
4005930021,421a (15 yr not cap),8,8,117374,
4005930022,421a (15 yr not cap),,6,87600,
4005940029,421a (15 yr not cap),,8,207009,
4005940034,421a (15 yr not cap),8,8,111200,
4005940055,421a (15 yr not cap),,8,75810,
4005940155,421a (15 yr not cap),,8,75810,
4005960010,421a (15 yr not cap),10,10,105740,
4005960066,421a (15 yr not cap),9,9,98775,
4005960067,421a (15 yr not cap),,9,95455,
4005960068,421a (15 yr not cap),9,9,85946,
4005970127,421a (15 yr not cap),8,8,94364,
4005980001,421a (15 yr not cap),,8,91184,
4005980023,421a (15 yr not cap),9,9,139161,
4005980055,421a (15 yr not cap),6,6,125601,
4005980076,421a (15 yr not cap),7,7,206758,
4006100034,421a (15 yr not cap),,5,61464,
4006150022,421a (15 yr not cap),8,8,75964,
4006150023,421a (15 yr not cap),8,8,75964,
4006150045,421a (15 yr not cap),2,8,93132,
4006150083,421a (15 yr not cap),6,6,79933,
4006160003,421a (15 yr not cap),8,8,104300,
4006160011,421a (15 yr not cap),8,8,92991,
4006160030,421a (15 yr not cap),8,8,75175,
4006160040,421a (15 yr not cap),7,7,80209,
4006160041,421a (15 yr not cap),16,8,122194,
4006160141,421a (15 yr not cap),,8,66768,
4006190031,421a (15 yr not cap),8,8,74005,
4006190057,421a (15 yr not cap),,8,98253,
4006190132,421a (15 yr not cap),8,8,76965,
4006290010,421a (15 yr not cap),,8,83059,
4006290011,421a (15 yr not cap),10,8,86400,
4006290018,421a (15 yr not cap),6,7,106920,
4006300011,421a (15 yr not cap),,8,98952,
4006330025,421a (15 yr not cap),,7,67180,
4006330068,421a (15 yr not cap),,6,83946,
4006330082,421a (15 yr not cap),7,7,77520,
4006470005,421a (15 yr not cap),,4,0,
4006490069,421a (15 yr not cap),,9,130986,
4006500069,421a (15 yr not cap),8,8,106191,
4006520010,421a (15 yr not cap),6,8,112605,
4006520011,421a (15 yr not cap),8,8,97969,
4006520046,421a (15 yr not cap),8,8,101684,
4006520064,421a (15 yr not cap),,5,77870,
4006530081,421a (15 yr not cap),8,8,100134,
4006530082,421a (15 yr not cap),8,8,85800,
4006530083,421a (15 yr not cap),8,8,85800,
4006570041,421a (15 yr not cap),,9,300674,
4006590077,421a (15 yr not cap),10,10,156000,
4006590078,421a (15 yr not cap),10,10,204000,
4006600024,421a (15 yr not cap),,6,107944,
4006600027,421a (15 yr not cap),8,8,100790,
4006600031,421a (15 yr not cap),,8,105094,
4006610003,421a (15 yr not cap),8,8,180263,
4006610013,421a (15 yr not cap),,5,24100,
4006920020,421a (15 yr not cap),,4,50512,
4007560006,421a (15 yr not cap),,6,70723,
4007990062,421a (15 yr not cap),,5,90778,
4007990063,421a (15 yr not cap),,4,90778,
4008040123,421a (15 yr not cap),8,8,110880,
4008350132,421a (15 yr not cap),,6,82262,
4008390019,421a (15 yr not cap),,8,104738,
4008400049,421a (15 yr not cap),9,9,141502,
4008610073,421a (15 yr not cap),,4,108350,
4008610074,421a (15 yr not cap),,4,108350,
4008720034,421a (15 yr not cap),,6,88992,
4008860030,421a (25 yr not cap,,7,118963,
4008870038,421a (25 yr not cap,10,10,124872,
4008880043,421a (25 yr not cap,,4,102834,
4008920113,421a (15 yr not cap),,7,83516,
4008990058,421a (25 yr not cap,,5,85104,
4008990182,421a (25 yr not cap,6,6,60720,
4009000053,421a (25 yr not cap,10,10,142229,
4009140001,421a (25 yr not cap,,8,208050,
4009140037,421a (25 yr not cap,,8,221825,
4009140040,421a (25 yr not cap,,8,126440,
4009140042,421a (25 yr not cap,,8,221825,
4009140044,421a (25 yr not cap,,8,221825,
4009140046,421a (25 yr not cap,,8,224125,
4009450026,421a (15 yr not cap),,6,54513,
4012230022,421a (15 yr not cap),,6,248741,
4012820011,421a (15 yr not cap),,10,115371,
4012820044,421a (15 yr not cap),,4,122550,
4012850056,421a (25 yr not cap,4,4,67760,
4012850058,421a (25 yr not cap,4,4,67760,
4012850059,421a (25 yr not cap,4,4,110880,
4012860008,421a (25 yr not cap,,6,233587,
4012990040,421a (15 yr not cap),,7,64998,
4012990052,421a (15 yr not cap),,4,0,
4012990152,421a (15 yr not cap),,4,0,
4013000022,421a (25 yr not cap,,4,71896,
4013000023,421a (25 yr not cap,,4,71896,
4013010016,421a (15 yr not cap),,5,50270,
4013010017,421a (15 yr not cap),6,5,47414,
4013100002,421a (15 yr not cap),,4,82160,
4013100013,421a (15 yr not cap),,4,77262,
4013110074,421a (15 yr not cap),9,9,156802,
4013110075,421a (15 yr not cap),,6,63250,
4013210036,421a (15 yr not cap),,6,86400,
4013210054,421a (15 yr not cap),,5,73203,
4013210055,421a (15 yr not cap),,5,73203,
4013210057,421a (15 yr not cap),7,6,86400,
4013210058,421a (15 yr not cap),,6,58916,
4013210158,421a (15 yr not cap),,4,60131,
4013400011,421a (15 yr not cap),,5,117321,
4013440017,421a (15 yr not cap),,4,88645,
4013440019,421a (15 yr not cap),,4,85622,
4013520075,421a (15 yr not cap),,7,109533,
4014240056,421a (25 yr not cap,6,6,66677,
4014240057,421a (25 yr not cap,6,6,66677,
4014240151,421a (25 yr not cap,6,6,94256,
4014240152,421a (25 yr not cap,6,6,94256,
4014240153,421a (25 yr not cap,6,6,94256,
4014600046,421a (25 yr not cap,,5,98592,
4014600047,421a (25 yr not cap,5,6,68952,
4014600049,421a (25 yr not cap,,5,99603,
4014600059,421a (25 yr not cap,,6,68947,
4014600062,421a (25 yr not cap,,5,112654,
4014600063,421a (25 yr not cap,,5,87848,
4014600065,421a (25 yr not cap,,5,87769,
4014600067,421a (25 yr not cap,,5,91577,
4014600166,421a (25 yr not cap,,5,87848,
4014650036,421a (25 yr not cap,,5,105890,
4014690005,421a (15 yr not cap),,3,47300,
4014920043,421a (25 yr not cap,,5,93744,
4014970067,421a (25 yr not cap,,4,63200,
4015040047,421a (25 yr not cap,,3,65728,
4015040146,421a (25 yr not cap,,3,65728,
4015040147,421a (25 yr not cap,,3,65728,
4015190017,421a (25 yr not cap,8,8,152932,
4015190018,421a (25 yr not cap,8,8,86400,
4015190061,421a (25 yr not cap,,5,64748,
4015280088,421a (25 yr not cap,6,6,79186,
4015630048,421a (25 yr not cap,,5,116035,
4015650040,421a (25 yr not cap,8,8,144000,
4015650042,421a (25 yr not cap,7,7,79465,
4015650140,421a (25 yr not cap,8,8,96753,
4015980015,421a (25 yr not cap,,8,151420,
4016040040,421a (25 yr not cap,,4,110000,
4016040041,421a (25 yr not cap,,4,110000,
4016040043,421a (25 yr not cap,,4,110000,
4016040044,421a (25 yr not cap,,4,110000,
4016040045,421a (25 yr not cap,,4,110000,
4016060050,421a (25 yr not cap,,5,54285,
4016060054,421a (25 yr not cap,,6,36175,
4016060157,421a (25 yr not cap,,5,46530,
4016090022,421a (25 yr not cap,,4,70500,
4016100050,421a (25 yr not cap,7,7,58433,
4016100051,421a (25 yr not cap,,7,58433,
4016290100,421a (25 yr not cap,,4,70253,
4017170023,421a (25 yr not cap,,4,51818,
4017180034,421a (25 yr not cap,,5,71529,
4017180035,421a (25 yr not cap,,5,78338,
4017340042,421a (25 yr not cap,,4,68808,
4017340045,421a (25 yr not cap,,4,67906,
4017340046,421a (25 yr not cap,,4,71628,
4017390020,421a (25 yr not cap,7,7,79002,
4017390021,421a (25 yr not cap,7,7,79002,
4017390022,421a (25 yr not cap,,7,79002,
4017400011,421a (15 yr not cap),,4,52170,
4017420019,421a (25 yr not cap,8,8,48945,
4017430006,421a (15 yr not cap),,9,141694,
4017450045,421a (25 yr not cap,7,7,100725,
4017460019,421a (25 yr not cap,,4,86715,
4017480005,421a (25 yr not cap,,6,69564,
4017480015,421a (25 yr not cap,,4,0,
4017480073,421a (25 yr not cap,,4,81357,
4017510033,421a (25 yr not cap,,3,49350,
4017520021,421a (25 yr not cap,,4,50760,
4017530007,421a (25 yr not cap,,4,65480,
4017530026,421a (25 yr not cap,,4,0,
4017530032,421a (25 yr not cap,6,6,61244,
4017530125,421a (15 yr not cap),,8,92752,
4017540015,421a (25 yr not cap,,4,63450,
4017550058,421a (25 yr not cap,,4,58882,
4017550059,421a (25 yr not cap,,4,58882,
4017550065,421a (25 yr not cap,,4,60630,
4017600010,421a (25 yr not cap,7,7,81575,
4017630003,421a (25 yr not cap,,8,65376,
4017630008,421a (25 yr not cap,,8,52835,
4017630010,421a (25 yr not cap,,8,52835,
4017650025,421a (15 yr not cap),,7,62208,
4017650027,421a (15 yr not cap),7,7,124416,
4017670054,421a (25 yr not cap,7,7,72144,
4017670056,421a (25 yr not cap,7,7,63828,
4017670057,421a (25 yr not cap,8,8,82368,
4017670095,421a (25 yr not cap,,3,45726,
4017710027,421a (25 yr not cap,,4,72000,
4017710030,421a (25 yr not cap,,4,65988,
4017720119,421a (25 yr not cap,,9,106318,
4017730035,421a (25 yr not cap,7,7,88125,
4017730036,421a (25 yr not cap,7,7,88125,
4017750005,421a (25 yr not cap,8,8,62400,
4017750006,421a (25 yr not cap,,8,48757,
4017750007,421a (25 yr not cap,,8,48757,
4017750012,421a (15 yr not cap),8,7,92853,
4017750013,421a (15 yr not cap),7,7,95760,
4017760004,421a (25 yr not cap,18,8,90375,
4017760005,421a (25 yr not cap,,8,77898,
4017760006,421a (25 yr not cap,,8,77898,
4017760008,421a (15 yr not cap),8,8,96720,
4017760043,421a (25 yr not cap,,9,133400,
4017760058,421a (25 yr not cap,,5,137407,
4017760136,421a (25 yr not cap,,4,54144,
4017770057,421a (25 yr not cap,,7,104875,
4017770058,421a (25 yr not cap,,7,104875,
4017780079,421a (25 yr not cap,8,8,165240,
4017780080,421a (25 yr not cap,,8,165240,
4017790004,421a (15 yr not cap),8,8,96000,
4017790104,421a (15 yr not cap),8,8,96000,
4017810036,421a (25 yr not cap,,8,79881,
4017820036,421a (25 yr not cap,,8,80621,
4017820037,421a (25 yr not cap,,8,97935,
4017820137,421a (25 yr not cap,,8,97935,
4017830005,421a (25 yr not cap,,6,96876,
4017830007,421a (25 yr not cap,6,6,66180,
4017850008,421a (25 yr not cap,6,8,91204,
4017850046,421a (25 yr not cap,8,8,96881,
4017860015,421a (25 yr not cap,,8,156640,
4017860113,421a (25 yr not cap,,8,156640,
4018350036,421a (25 yr not cap,,4,57600,
4018350062,421a (25 yr not cap,,5,0,
4018380061,421a (25 yr not cap,,7,54600,
4018380063,421a (25 yr not cap,,7,48980,
4018380084,421a (25 yr not cap,6,6,101228,
4018390032,421a (25 yr not cap,,3,90000,
4018390033,421a (25 yr not cap,,7,81318,
4018870044,421a (25 yr not cap,,5,86553,
4018920080,421a (25 yr not cap,6,6,46800,
4018920081,421a (25 yr not cap,6,6,64800,
4019060026,421a (25 yr not cap,6,6,45298,
4019060027,421a (25 yr not cap,6,6,56754,
4019060030,421a (25 yr not cap,,6,56754,
4019060128,421a (25 yr not cap,,6,56754,
4019060129,421a (25 yr not cap,6,6,56754,
4019060131,421a (25 yr not cap,,6,58185,
4019280016,421a (25 yr not cap,6,6,60140,
4019320049,421a (25 yr not cap,,7,86640,
4019320051,421a (25 yr not cap,,6,55599,
4019320052,421a (25 yr not cap,5,6,55599,
4019330058,421a (25 yr not cap,3,7,76623,
4019350012,421a (25 yr not cap,5,5,114882,
4019390051,421a (25 yr not cap,6,6,34052,
4019390052,421a (25 yr not cap,6,6,34052,
4019390053,421a (25 yr not cap,6,6,34052,
4019510024,421a (25 yr not cap,8,8,93121,
4019520018,421a (25 yr not cap,,8,46571,
4019520019,421a (25 yr not cap,8,8,43340,
4019520021,421a (25 yr not cap,,8,43340,
4019660020,421a (25 yr not cap,,5,60813,
4019660021,421a (25 yr not cap,,5,60813,
4019660027,421a (25 yr not cap,,5,60813,
4019660028,421a (25 yr not cap,,5,60813,
4019660049,421a (25 yr not cap,,4,43992,
4019660050,421a (25 yr not cap,,4,43992,
4019670012,421a (25 yr not cap,,7,81654,
4019670013,421a (25 yr not cap,,7,66154,
4019680035,421a (25 yr not cap,8,8,101439,
4019680074,421a (25 yr not cap,,6,48346,
4019680076,421a (25 yr not cap,,6,48346,
4019680082,421a (25 yr not cap,,4,57049,
4019780015,421a (25 yr not cap,,5,99405,
4019780032,421a (25 yr not cap,,7,75426,
4019810035,421a (25 yr not cap,,5,115320,
4019840022,421a (25 yr not cap,,5,78803,
4019840023,421a (25 yr not cap,,5,78803,
4019860045,421a (25 yr not cap,6,6,33106,
4019870067,421a (15 yr not cap),6,6,93638,
4019910039,421a (25 yr not cap,6,6,70000,
4019930028,421a (25 yr not cap,,4,112200,
4019930030,421a (25 yr not cap,,4,106240,
4019970068,421a (25 yr not cap,,7,104236,
4019970070,421a (25 yr not cap,7,7,101970,
4019970071,421a (25 yr not cap,8,8,146169,
4019980042,421a (25 yr not cap,,6,43354,
4020010030,421a (25 yr not cap,,6,63060,
4020010032,421a (25 yr not cap,6,6,63060,
4020010038,421a (25 yr not cap,,7,76648,
4020010041,421a (25 yr not cap,7,7,62750,
4020010043,421a (25 yr not cap,7,7,62000,
4020020003,421a (25 yr not cap,,7,91758,
4020020004,421a (25 yr not cap,,7,91758,
4020030071,421a (25 yr not cap,,6,42565,
4020050027,421a (25 yr not cap,,4,46022,
4020060048,421a (25 yr not cap,,7,87915,
4020100033,421a (25 yr not cap,,8,121993,
4020100063,421a (25 yr not cap,6,6,65246,
4020100064,421a (25 yr not cap,,6,78283,
4020110007,421a (25 yr not cap,,7,73900,
4020110009,421a (25 yr not cap,,7,64002,
4020110020,421a (25 yr not cap,,8,80848,
4020110021,421a (25 yr not cap,16,8,57486,
4020110030,421a (25 yr not cap,,7,84000,
4020110039,421a (25 yr not cap,,6,96245,
4020150037,421a (25 yr not cap,,8,84005,
4022640117,421a (15 yr not cap),16,8,93648,
4022640118,421a (15 yr not cap),8,8,64383,
4022640120,421a (15 yr not cap),,8,64383,
2024260153,421a (25 yr not cap,,3,,
2024390075,421a (25 yr not cap,,3,,
2024390175,421a (25 yr not cap,,3,,
2024470127,421a (25 yr not cap,,3,,
2024520038,421a (25 yr not cap,,3,,
2024520039,421a (25 yr not cap,,3,,
2024520040,421a (25 yr not cap,,3,,
2024520042,421a (25 yr not cap,,3,,
2024520043,421a (25 yr not cap,,3,,
2024520046,421a (25 yr not cap,,3,,
2024520047,421a (25 yr not cap,,3,,
2024520048,421a (25 yr not cap,,3,,
2024520049,421a (25 yr not cap,,3,,
2024520050,421a (25 yr not cap,,3,,
2024520141,421a (25 yr not cap,,3,,
2024520145,421a (25 yr not cap,,3,,
2024520146,421a (25 yr not cap,,3,,
2024520147,421a (25 yr not cap,,3,,
2024530068,421a (25 yr not cap,,81,1.1664e+06,685868
2024530081,421a (25 yr not cap,,81,1.1664e+06,685868
2025150041,421a (25 yr not cap,,3,,
2025170023,421a (25 yr not cap,,3,,
2025170024,421a (25 yr not cap,,3,,
2025230138,421a (25 yr not cap,,3,,
2025230139,421a (25 yr not cap,,3,,
2025230140,421a (25 yr not cap,,3,,
2025230141,421a (25 yr not cap,,3,,
2025230142,421a (25 yr not cap,,3,,
2025230145,421a (25 yr not cap,,3,,
2025230146,421a (25 yr not cap,,3,,
2025240006,421a (25 yr not cap,,3,,
2025240009,421a (25 yr not cap,,3,,
2025240010,421a (25 yr not cap,,3,,
2025240013,421a (25 yr not cap,,3,,
4022640123,421a (15 yr not cap),8,9,130350,
4022640127,421a (15 yr not cap),7,8,83424,
4022650062,421a (15 yr not cap),6,6,114000,
4022650064,421a (15 yr not cap),6,6,66000,
4022650114,421a (15 yr not cap),8,8,133350,
4022650116,421a (15 yr not cap),4,8,97216,
4022650164,421a (15 yr not cap),6,6,66000,
4022670114,421a (15 yr not cap),8,8,166405,
4024760022,421a (25 yr not cap,6,7,115206,
4024760023,421a (25 yr not cap,5,7,99138,
4024770001,421a (25 yr not cap,,3,47084,
4024770002,421a (25 yr not cap,,3,55300,
4024770003,421a (25 yr not cap,,3,91640,
4024770036,421a (25 yr not cap,,3,36024,
4026410030,421a (15 yr not cap),5,6,55105,
4027280026,421a (15 yr not cap),,5,0,
4027350019,421a (15 yr not cap),7,7,78113,
4023200012,421a (15 yr not cap),,16,562468,101244
4027770011,421a (15 yr not cap),8,8,62322,16380
4030850049,421a (15 yr not cap),18,18,461125,138338
4030970018,421a (15 yr not cap),17,17,381500,82024
4031040092,421a (25 yr not cap,50,50,105210,1197
4031040108,421a (25 yr not cap,66,66,1.2328e+06,316800
4031550019,421a (25 yr not cap,66,66,1.206e+06,314000
4031690021,421a (25 yr not cap,29,29,527300,125300
4031730022,421a (15 yr not cap),17,17,400000,104000
4033210087,421a (15 yr not cap),,24,494000,148200
4033380070,421a (15 yr not cap),17,17,530500,145176
4033560030,421a (15 yr not cap),,52,333000,108225
4034690008,421a (25 yr not cap,,3,9200,400
4034950056,421a (15 yr not cap),15,15,285000,85500
4090890106,421a (15 yr not cap),,3,,
4092750061,421a (15 yr not cap),,3,,
4028810047,421a (25 yr not cap,6,6,0,
4028810048,421a (25 yr not cap,,6,0,
4028810049,421a (25 yr not cap,,6,0,
4028810050,421a (25 yr not cap,6,6,0,
4028810051,421a (25 yr not cap,,6,0,
4028810052,421a (25 yr not cap,,6,0,
4028960014,421a (25 yr not cap,,4,62252,
4029000027,421a (15 yr not cap),6,6,89460,
4029030018,421a (25 yr not cap,9,9,65457,
4030580043,421a (15 yr not cap),6,6,60480,
4030980016,421a (15 yr not cap),,8,218823,
4034780008,421a (25 yr not cap,,7,74480,
